StateFullName,elasticity,wage_growth,inventory_growth,permits_growth,mortgage_change,emp_pop_ratio,treatment,outcome,cate,cate_lower,cate_upper
Alabama,2.783373108785555,3.799654576856648,-9.569976544175141,10.036509638515279,-0.17900000000000027,0.8999999999999986,4.571702006451317,11.59677611150045,0.01172031555571146,-0.04268274726970594,0.06612337838112883
Alabama,2.783373108785555,2.736212056434373,-10.903133473937931,11.27649437576812,-0.3250000000000002,0.7999999999999972,4.182341905878961,12.231977690709094,0.03799576444759316,-0.008257507100264579,0.08424903599545086
Alabama,2.783373108785555,2.892918825561308,-11.660777385159005,-15.843961478215995,-0.5140000000000002,0.7999999999999972,3.928715457812637,13.144650627149801,0.05147173434491428,0.006721264450657634,0.09622220423917095
Alabama,2.783373108785555,4.2764578833693445,-11.401875850218367,15.081267662775687,-0.7675000000000005,0.7999999999999972,3.412580117837005,14.3643381009956,0.05965148772643714,0.015708344798361286,0.10359463065451299
Alabama,2.783373108785555,2.5608194622279257,-11.052669242879631,22.852681827720687,-0.7624999999999997,0.8999999999999986,4.116806092846237,15.521984415519817,0.04296852175165238,0.006899751256990688,0.07903729224631406
Alabama,2.783373108785555,3.5668242372153047,-11.069580218516384,5.94060944023469,-0.9340000000000002,0.8999999999999986,4.496513945315006,15.996245295618117,0.05582642057350487,0.004655819465767631,0.10699702168124209
Alabama,2.783373108785555,2.7684563758389347,-10.051176318986787,37.01761671327111,-1.0224999999999995,0.7999999999999972,5.157043397960104,15.573000099741119,0.024585598208217048,-0.025510279404243497,0.07468147582067758
Alabama,2.783373108785555,3.195962994112689,-10.04376697856928,26.31546552301549,-1.1420000000000003,0.7999999999999972,5.345619223963816,14.954345374870037,0.044148728917389454,-0.013752109199772454,0.10204956703455131
Alabama,2.783373108785555,2.59197324414715,-10.171024179280508,7.808808127337041,-1.1709999999999994,0.6000000000000014,5.630539103787502,14.565111242366635,0.032356640172615664,-0.012608546128043588,0.0773218264732749
Alabama,2.783373108785555,2.8512396694214903,-11.025587684626581,59.355889309652056,-0.9175,0.3999999999999986,2.8522084309754003,14.498986709209927,0.013407733493841058,-0.029725583392494308,0.05654105038017641
Alabama,2.783373108785555,5.086170659941147,-10.29763197914404,31.95638621115493,-0.8400000000000003,0.0,3.410848431770397,14.642441581424116,0.054171161811667555,0.012804619930784827,0.09553770369255027
Alabama,2.783373108785555,4.41482715535193,-9.91984411673531,25.581829459549986,-0.9049999999999998,-0.30000000000000426,4.390849796921548,14.720522218189714,0.048464011080294356,0.00877202444279273,0.08815599771779598
Alabama,2.783373108785555,4.367720465890179,-10.41846792322324,20.876486781854986,-0.8149999999999995,-0.6999999999999957,4.367755447881083,14.788567686460619,0.05219243580950309,-0.0037478698055039283,0.10813274142451013
Alabama,2.783373108785555,10.528506034124007,-13.332206112355738,11.320575672508104,-0.8365,-8.0,5.107159963205388,14.82810716373355,0.1504239758949435,0.10101190258111922,0.19983604920876774
Alabama,2.783373108785555,7.847251363827112,-14.989690721649485,1.9214164879952422,-0.8395000000000001,-4.5,5.617038467764379,14.548237382604778,0.12114134508219965,0.018098012846786915,0.22418467731761235
Alabama,2.783373108785555,5.4266777133388455,-18.154268859347855,23.903345473983805,-0.6399999999999997,-3.5,7.238856423864015,14.084566995422932,0.10364952072809346,-0.007866228749049353,0.21516527020523626
Alabama,2.783373108785555,7.490636704119846,-19.461764350939305,30.720620250554397,-0.7490000000000001,-2.799999999999997,8.20522125736507,13.111877112674165,0.10820045706190792,0.031125698503454882,0.18527521562036095
Alabama,2.783373108785555,8.340248962655593,-21.944713870029098,26.027229497830383,-0.6809999999999996,-2.200000000000003,9.746924998038043,12.217864157454382,0.10579020076112755,0.046046952629371744,0.16553344889288343
Alabama,2.783373108785555,7.265306122448978,-24.939625885145922,19.0305774851393,-0.7149999999999999,-1.7999999999999972,10.247931043774372,11.31703639774868,0.08671722313856568,-0.0004949028531310712,0.17392934913026245
Alabama,2.783373108785555,5.90872045639772,-27.35089338142773,17.131315302184944,-0.8539999999999996,-1.6000000000000014,11.099002066955133,10.368602392599936,0.06792061665756213,0.02302382119380146,0.11281741212132279
Alabama,2.783373108785555,7.416462917685407,-29.363620448179272,8.099662132808438,-0.9300000000000002,-1.5,10.82763184769977,9.038288658761285,0.08030436001156577,0.010376477651861088,0.15023224237127042
Alabama,2.783373108785555,6.548814785054224,-29.459901800327337,13.69434292452878,-1.036,-1.3999999999999986,14.201840245722774,7.658720103757233,0.05439657390966741,-0.0018315183231536192,0.11062466614248842
Alabama,2.783373108785555,6.679999999999997,-28.418503269556794,24.732981629411356,-0.8890000000000002,-1.2000000000000028,13.124467443050424,6.224783794011812,0.07266008121040866,0.024134068404535955,0.12118609401628139
Alabama,2.783373108785555,5.943358595931381,-30.735952018091528,35.5328130537643,-0.6550000000000002,-1.0,12.72205262403756,4.931938634971922,0.0556884301023177,-0.003357306275292446,0.11473416647992786
Alabama,2.783373108785555,5.5799123156636155,-45.26783129041597,27.439489160129725,-0.36750000000000016,-0.7000000000000028,10.36591892365597,3.8600913755026056,0.055567121434241494,0.0019128795466778273,0.1092213633218052
Alabama,2.783373108785555,3.3885542168674787,-46.228356825830375,-0.7958491654329714,-0.246,6.600000000000001,10.467683697778485,3.030391281159339,0.029150597657567365,-0.005621408776734376,0.0639226040918691
Alabama,2.783373108785555,6.303501945525292,-45.54256609265098,30.823553596855803,-0.27,3.0,10.544976613510325,2.5922719687112794,0.03955509822790357,-0.00719650049245283,0.08630669694825996
Alabama,2.783373108785555,6.601178781925343,-43.19905213270142,2.518340089135118,-0.1875,2.0,9.410305975513156,2.0575545917509652,0.036436891416132385,0.002024598344641096,0.0708491844876237
Alabama,2.783373108785555,6.000774293457223,-40.49847659957045,-10.772109529205077,-0.14800000000000013,1.1999999999999957,8.417354363829821,1.694870556871142,0.03939389372763634,-0.01086031633671837,0.08964810379199104
Alabama,2.783373108785555,6.089620834929144,-34.95288391840117,-16.80007401571032,-0.0924999999999998,0.7000000000000028,6.830831154602546,1.3369918313409723,0.03880760704514089,-0.010170111262993373,0.08778532535327513
Alabama,2.783373108785555,6.430745814307448,-30.53550005453157,13.252760389993124,0.009999999999999787,0.3999999999999986,6.029459933393366,1.3023727862975454,0.03785363887886156,0.0015693821191269525,0.07413789563859616
Alabama,2.783373108785555,6.425548287803018,-27.32521217019802,-7.804674615932661,0.23349999999999982,0.3999999999999986,4.6280305584628145,1.36889643598741,0.043600085493158657,-0.009514973950535952,0.09671514493685326
Alabama,2.783373108785555,4.552352048558417,-26.285395625503437,6.125763308176491,0.30249999999999977,0.6000000000000014,4.751896584928628,1.638563920619318,0.02253854941161365,-0.005851156597870867,0.05092825542109816
Alabama,2.783373108785555,3.8461538461538547,-27.207159429897253,-7.227937401556739,0.4139999999999997,0.7000000000000028,2.646495748399613,1.8372173273075498,0.026144650432527727,-0.001765988358082185,0.05405528922313763
Alabama,2.783373108785555,6.036745406824151,-31.27080795777507,-19.72192063600382,0.7100000000000004,0.8999999999999986,1.785644647557727,1.910197336175612,0.042524917243933355,0.007396499756370738,0.07765333473149597
Alabama,2.783373108785555,5.835843373493987,-31.56647029597559,-9.41104295329973,0.9525000000000001,1.0,1.6246158428665947,1.9816513153541937,0.0481645781693071,0.014501460421216014,0.08182769591739816
Alabama,2.783373108785555,6.11551528878822,-13.006983141708407,22.07811173248835,1.0894999999999997,1.0,4.475945177807272,2.148772767335849,0.013321189602091577,-0.010353996311695151,0.036996375515878296
Alabama,2.783373108785555,3.277494537509096,-7.2418547275234,16.45618993681619,1.9224999999999999,1.0,2.45959780913918,2.2732490962154017,0.0013819461381110341,-0.034400356638455754,0.03716424891467782
Alabama,2.783373108785555,4.026354319180103,-2.89318036057864,2.0502545486963175,2.2674999999999996,1.0,0.9919305526356226,2.121819069349895,0.020298263855073183,-0.0111430000292164,0.05173952773936277
Alabama,2.783373108785555,3.5753778105418466,1.9260186344041141,12.42666071907339,2.547,1.0,0.4941606006841015,1.7243843093859512,0.026126219533270326,-0.016527487578535494,0.06877992664507614
Alabama,2.783373108785555,3.725346968590215,5.446242696931036,-8.900751094285763,2.5444999999999998,0.8999999999999986,0.17395586625525983,1.4479690133591294,0.044284075615966076,-0.004598741093976094,0.09316689232590823
Alabama,2.783373108785555,2.310469314079433,4.966887417218557,64.39179720707875,2.38,0.7000000000000028,0.07883847170817582,1.3625458580438954,0.027930839109008232,-0.028568055738876028,0.08442973395689249
Alabama,2.783373108785555,1.7876296031462235,4.107266218677408,-8.154048357148614,3.212,0.6000000000000014,0.31349624597520886,1.401813979796751,0.041065380280736176,-0.02725635037367779,0.10938711093515013
Alabama,2.783373108785555,5.025307302964577,4.359707658087086,-3.0515974771020526,3.8325000000000005,0.4000000000000057,1.0241401166657171,1.5467919109859896,0.03138232834666705,-0.005995385974220807,0.06876004266755492
Alabama,2.783373108785555,5.079825834542828,6.953130253513562,-7.85075707310795,3.7375,0.20000000000000284,0.6177893047931038,1.6096848304785416,0.03815837239355113,0.007276024426549954,0.06904072036055228
Alabama,2.783373108785555,5.555555555555558,10.906309194229923,-19.15765447460762,3.266,0.10000000000000142,1.786164013929481,1.924413320198748,0.03287053766627035,-0.005434155097808008,0.07117523043034871
Arizona,1.6533322692081625,2.4535021764938714,-3.1513677811550123,18.45415392892904,-0.17900000000000027,0.7999999999999972,6.293651230748631,17.039364584241934,0.0479986258825399,-0.05747002507053165,0.15346727683561143
Arizona,1.6533322692081625,3.1483667847304275,-2.5323083513815736,7.979386870530081,-0.3250000000000002,0.6999999999999957,5.191121698617329,18.5800051344575,0.06949708476435704,-0.031532180988426084,0.17052635051714016
Arizona,1.6533322692081625,2.7504911591355485,-1.7435945965128097,22.327620379874702,-0.5140000000000002,0.6000000000000014,4.473639898337778,20.95996839287606,0.08937613655016421,-0.02128643167949615,0.20003870477982455
Arizona,1.6533322692081625,3.223270440251569,-2.420811754787433,22.606927466733097,-0.7675000000000005,0.7000000000000028,4.379316109343634,23.88020098950687,0.08054195932955092,0.00633206035693859,0.15475185830216326
Arizona,1.6533322692081625,2.799377916018675,-4.439583385120183,-14.53085375315003,-0.7624999999999997,0.7000000000000028,5.131587639421875,26.659962100209334,0.06552921521479203,-0.006952949592322039,0.13801138002190605
Arizona,1.6533322692081625,3.777258566978192,-7.155461217809378,10.77481183994966,-0.9340000000000002,0.7000000000000028,5.9082785258112835,28.48873224774804,0.07077080818572683,-0.038489921331384375,0.18003153770283797
Arizona,1.6533322692081625,4.663816556548772,-9.37508174422559,3.872940099059541,-1.0224999999999995,0.8000000000000043,6.7055141365857995,29.09927368989782,0.10236844364002846,-0.010087571140014365,0.21482445842007125
Arizona,1.6533322692081625,4.158569762922659,-11.14609080265383,28.188661989957154,-1.1420000000000003,0.7000000000000028,7.9833363345192865,29.086220027971944,0.10672213275747709,0.021901600386655243,0.19154266512829893
Arizona,1.6533322692081625,5.119187182493157,-14.609132630823273,58.54303363633353,-1.1709999999999994,0.7999999999999972,8.518707549726923,28.7493239709671,0.09140187757610126,0.02103893090166402,0.1617648242505386
Arizona,1.6533322692081625,4.098994586233573,-16.94248472291432,18.539420903635296,-0.9175,0.6999999999999957,8.917692793339294,28.357972983742986,0.0562515868591033,-0.057202142969345886,0.16970531668755245
Arizona,1.6533322692081625,4.471858134155737,-19.47154685934287,91.0019671382428,-0.8400000000000003,0.5,8.592317794156479,28.086061700201846,0.037489168409127346,-0.060150170652718105,0.13512850747097277
Arizona,1.6533322692081625,5.4230769230769305,-19.752594834222613,61.57390818844206,-0.9049999999999998,0.29999999999999716,9.510458949256929,27.996682790281202,0.042655111152716675,-0.048690350516906296,0.1340005728223396
Arizona,1.6533322692081625,4.905368868288917,-20.640739159908616,18.936613436407733,-0.8149999999999995,0.0,10.747117203812738,28.031600155427117,0.04069679834267465,-0.07307759153012022,0.1544711882154695
